Year,Date,,Schl,Rk.,,Opp,Rk.,Outcome,,PTS,OPP,MOV,,OT
2013-14,2014-03-30,,Michigan,7,,Kentucky,,L,,72,75,-3,,
2013-14,2014-03-29,,Arizona,4,,Wisconsin,12,L,,63,64,-1,,1
2013-14,2014-03-29,,Wisconsin,12,,Arizona,4,W,,64,63,1,,1
2013-14,2014-03-29,,Dayton,,,Florida,1,L,,52,62,-10,,
2013-14,2014-03-29,,Florida,1,,Dayton,,W,,62,52,10,,
2013-14,2014-03-28,,Connecticut,18,,Iowa State,9,W,,81,76,5,,
2013-14,2014-03-28,,Iowa State,9,,Connecticut,18,L,,76,81,-5,,
2013-14,2014-03-28,,Kentucky,,,Louisville,5,W,,74,69,5,,
2013-14,2014-03-28,,Louisville,5,,Kentucky,,L,,69,74,-5,,
2013-14,2014-03-28,,Michigan,7,,Tennessee,,W,,73,71,2,,
2013-14,2014-03-28,,Tennessee,,,Michigan,7,L,,71,73,-2,,
2013-14,2014-03-28,,Michigan State,11,,Virginia,3,W,,61,59,2,,
2013-14,2014-03-28,,Virginia,3,,Michigan State,11,L,,59,61,-2,,
2013-14,2014-03-27,,Arizona,4,,San Diego State,13,W,,70,64,6,,
2013-14,2014-03-27,,San Diego State,13,,Arizona,4,L,,64,70,-6,,
2013-14,2014-03-27,,Baylor,23,,Wisconsin,12,L,,52,69,-17,,
2013-14,2014-03-27,,Wisconsin,12,,Baylor,23,W,,69,52,17,,
2013-14,2014-03-27,,Dayton,,,Stanford,,W,,82,72,10,,
2013-14,2014-03-27,,Stanford,,,Dayton,,L,,72,82,-10,,
2013-14,2014-03-27,,Florida,1,,UCLA,20,W,,79,68,11,,
2013-14,2014-03-27,,UCLA,20,,Florida,1,L,,68,79,-11,,
2013-14,2014-03-23,,Arizona,4,,Gonzaga,,W,,84,61,23,,
2013-14,2014-03-23,,Gonzaga,,,Arizona,4,L,,61,84,-23,,
2013-14,2014-03-23,,Baylor,23,,Creighton,16,W,,85,55,30,,
2013-14,2014-03-23,,Creighton,16,,Baylor,23,L,,55,85,-30,,
2013-14,2014-03-23,,Iowa State,9,,North Carolina,19,W,,85,83,2,,
2013-14,2014-03-23,,North Carolina,19,,Iowa State,9,L,,83,85,-2,,
2013-14,2014-03-23,,Kansas,10,,Stanford,,L,,57,60,-3,,
2013-14,2014-03-23,,Stanford,,,Kansas,10,W,,60,57,3,,
2013-14,2014-03-23,,Kentucky,,,Wichita State,2,W,,78,76,2,,
2013-14,2014-03-23,,Wichita State,2,,Kentucky,,L,,76,78,-2,,
2013-14,2014-03-23,,Memphis,,,Virginia,3,L,,60,78,-18,,
2013-14,2014-03-23,,Virginia,3,,Memphis,,W,,78,60,18,,
2013-14,2014-03-23,,Mercer,,,Tennessee,,L,,63,83,-20,,
2013-14,2014-03-23,,Tennessee,,,Mercer,,W,,83,63,20,,
2013-14,2014-03-23,,Stephen F. Austin,,,UCLA,20,L,,60,77,-17,,
2013-14,2014-03-23,,UCLA,20,,Stephen F. Austin,,W,,77,60,17,,
2013-14,2014-03-22,,Connecticut,18,,Villanova,6,W,,77,65,12,,
2013-14,2014-03-22,,Villanova,6,,Connecticut,18,L,,65,77,-12,,
2013-14,2014-03-22,,Dayton,,,Syracuse,14,W,,55,53,2,,
2013-14,2014-03-22,,Syracuse,14,,Dayton,,L,,53,55,-2,,
2013-14,2014-03-22,,Florida,1,,Pittsburgh,,W,,61,45,16,,
2013-14,2014-03-22,,Pittsburgh,,,Florida,1,L,,45,61,-16,,
2013-14,2014-03-22,,Harvard,,,Michigan State,11,L,,73,80,-7,,
2013-14,2014-03-22,,Michigan State,11,,Harvard,,W,,80,73,7,,
2013-14,2014-03-22,,Louisville,5,,Saint Louis,25,W,,66,51,15,,
2013-14,2014-03-22,,Saint Louis,25,,Louisville,5,L,,51,66,-15,,
2013-14,2014-03-22,,Michigan,7,,Texas,,W,,79,65,14,,
2013-14,2014-03-22,,Texas,,,Michigan,7,L,,65,79,-14,,
2013-14,2014-03-22,,North Dakota State,,,San Diego State,13,L,,44,63,-19,,
2013-14,2014-03-22,,San Diego State,13,,North Dakota State,,W,,63,44,19,,
2013-14,2014-03-22,,Oregon,,,Wisconsin,12,L,,77,85,-8,,
2013-14,2014-03-22,,Wisconsin,12,,Oregon,,W,,85,77,8,,
2013-14,2014-03-21,,Arizona,4,,Weber State,,W,,68,59,9,,
2013-14,2014-03-21,,Weber State,,,Arizona,4,L,,59,68,-9,,
2013-14,2014-03-21,,Baylor,23,,Nebraska,,W,,74,60,14,,
2013-14,2014-03-21,,Nebraska,,,Baylor,23,L,,60,74,-14,,
2013-14,2014-03-21,,Cal Poly,,,Wichita State,2,L,,37,64,-27,,
2013-14,2014-03-21,,Wichita State,2,,Cal Poly,,W,,64,37,27,,
2013-14,2014-03-21,,Coastal Carolina,,,Virginia,3,L,,59,70,-11,,
2013-14,2014-03-21,,Virginia,3,,Coastal Carolina,,W,,70,59,11,,
2013-14,2014-03-21,,Creighton,16,,Louisiana,,W,,76,66,10,,
2013-14,2014-03-21,,Louisiana,,,Creighton,16,L,,66,76,-10,,
2013-14,2014-03-21,,Duke,8,,Mercer,,L,,71,78,-7,,
2013-14,2014-03-21,,Mercer,,,Duke,8,W,,78,71,7,,
2013-14,2014-03-21,,Eastern Kentucky,,,Kansas,10,L,,69,80,-11,,
2013-14,2014-03-21,,Kansas,10,,Eastern Kentucky,,W,,80,69,11,,
2013-14,2014-03-21,,George Washington,,,Memphis,,L,,66,71,-5,,
2013-14,2014-03-21,,Memphis,,,George Washington,,W,,71,66,5,,
2013-14,2014-03-21,,Gonzaga,,,Oklahoma State,,W,,85,77,8,,
2013-14,2014-03-21,,Oklahoma State,,,Gonzaga,,L,,77,85,-8,,
2013-14,2014-03-21,,Iowa State,9,,North Carolina Central,,W,,93,75,18,,
2013-14,2014-03-21,,North Carolina Central,,,Iowa State,9,L,,75,93,-18,,
2013-14,2014-03-21,,Kansas State,,,Kentucky,,L,,49,56,-7,,
2013-14,2014-03-21,,Kentucky,,,Kansas State,,W,,56,49,7,,
2013-14,2014-03-21,,Massachusetts,,,Tennessee,,L,,67,86,-19,,
2013-14,2014-03-21,,Tennessee,,,Massachusetts,,W,,86,67,19,,
2013-14,2014-03-21,,New Mexico,17,,Stanford,,L,,53,58,-5,,
2013-14,2014-03-21,,Stanford,,,New Mexico,17,W,,58,53,5,,
2013-14,2014-03-21,,North Carolina,19,,Providence,,W,,79,77,2,,
2013-14,2014-03-21,,Providence,,,North Carolina,19,L,,77,79,-2,,
2013-14,2014-03-21,,Stephen F. Austin,,,Virginia Commonwealth,24,W,,77,75,2,,1
2013-14,2014-03-21,,Virginia Commonwealth,24,,Stephen F. Austin,,L,,75,77,-2,,1
2013-14,2014-03-21,,Tulsa,,,UCLA,20,L,,59,76,-17,,
2013-14,2014-03-21,,UCLA,20,,Tulsa,,W,,76,59,17,,
2013-14,2014-03-20,,Albany (NY),,,Florida,1,L,,55,67,-12,,
2013-14,2014-03-20,,Florida,1,,Albany (NY),,W,,67,55,12,,
2013-14,2014-03-20,,American,,,Wisconsin,12,L,,35,75,-40,,
2013-14,2014-03-20,,Wisconsin,12,,American,,W,,75,35,40,,
2013-14,2014-03-20,,Arizona State,,,Texas,,L,,85,87,-2,,
2013-14,2014-03-20,,Texas,,,Arizona State,,W,,87,85,2,,
2013-14,2014-03-20,,Brigham Young,,,Oregon,,L,,68,87,-19,,
2013-14,2014-03-20,,Oregon,,,Brigham Young,,W,,87,68,19,,
2013-14,2014-03-20,,Cincinnati,15,,Harvard,,L,,57,61,-4,,
2013-14,2014-03-20,,Harvard,,,Cincinnati,15,W,,61,57,4,,
2013-14,2014-03-20,,Colorado,,,Pittsburgh,,L,,48,77,-29,,
2013-14,2014-03-20,,Pittsburgh,,,Colorado,,W,,77,48,29,,
2013-14,2014-03-20,,Connecticut,18,,Saint Joseph's,,W,,89,81,8,,1
2013-14,2014-03-20,,Saint Joseph's,,,Connecticut,18,L,,81,89,-8,,1
2013-14,2014-03-20,,Dayton,,,Ohio State,22,W,,60,59,1,,
2013-14,2014-03-20,,Ohio State,22,,Dayton,,L,,59,60,-1,,
2013-14,2014-03-20,,Delaware,,,Michigan State,11,L,,78,93,-15,,
2013-14,2014-03-20,,Michigan State,11,,Delaware,,W,,93,78,15,,
2013-14,2014-03-20,,Louisville,5,,Manhattan,,W,,71,64,7,,
2013-14,2014-03-20,,Manhattan,,,Louisville,5,L,,64,71,-7,,
2013-14,2014-03-20,,Michigan,7,,Wofford,,W,,57,40,17,,
2013-14,2014-03-20,,Wofford,,,Michigan,7,L,,40,57,-17,,
2013-14,2014-03-20,,Milwaukee,,,Villanova,6,L,,53,73,-20,,
2013-14,2014-03-20,,Villanova,6,,Milwaukee,,W,,73,53,20,,
2013-14,2014-03-20,,New Mexico State,,,San Diego State,13,L,,69,73,-4,,1
2013-14,2014-03-20,,San Diego State,13,,New Mexico State,,W,,73,69,4,,1
2013-14,2014-03-20,,North Carolina State,,,Saint Louis,25,L,,80,83,-3,,1
2013-14,2014-03-20,,Saint Louis,25,,North Carolina State,,W,,83,80,3,,1
2013-14,2014-03-20,,North Dakota State,,,Oklahoma,21,W,,80,75,5,,1
2013-14,2014-03-20,,Oklahoma,21,,North Dakota State,,L,,75,80,-5,,1
2013-14,2014-03-20,,Syracuse,14,,Western Michigan,,W,,77,53,24,,
2013-14,2014-03-20,,Western Michigan,,,Syracuse,14,L,,53,77,-24,,
2013-14,2014-03-19,,Cal Poly,,,Texas Southern,,W,,81,69,12,,
2013-14,2014-03-19,,Texas Southern,,,Cal Poly,,L,,69,81,-12,,
2013-14,2014-03-19,,Iowa,,,Tennessee,,L,,65,78,-13,,1
2013-14,2014-03-19,,Tennessee,,,Iowa,,W,,78,65,13,,1
2013-14,2014-03-18,,Albany (NY),,,Mount St. Mary's,,W,,71,64,7,,
2013-14,2014-03-18,,Mount St. Mary's,,,Albany (NY),,L,,64,71,-7,,
2013-14,2014-03-18,,North Carolina State,,,Xavier,,W,,74,59,15,,
2013-14,2014-03-18,,Xavier,,,North Carolina State,,L,,59,74,-15,,
2012-13,2013-04-08,,Louisville,2,,Michigan,10,W,,82,76,6,,
2012-13,2013-04-08,,Michigan,10,,Louisville,2,L,,76,82,-6,,
2012-13,2013-04-06,,Louisville,2,,Wichita State,,W,,72,68,4,,
2012-13,2013-04-06,,Wichita State,,,Louisville,2,L,,68,72,-4,,
2012-13,2013-04-06,,Michigan,10,,Syracuse,16,W,,61,56,5,,
2012-13,2013-04-06,,Syracuse,16,,Michigan,10,L,,56,61,-5,,
2012-13,2013-03-31,,Duke,6,,Louisville,2,L,,63,85,-22,,
2012-13,2013-03-31,,Louisville,2,,Duke,6,W,,85,63,22,,
2012-13,2013-03-31,,Florida,14,,Michigan,10,L,,59,79,-20,,
2012-13,2013-03-31,,Michigan,10,,Florida,14,W,,79,59,20,,
2012-13,2013-03-30,,Marquette,15,,Syracuse,16,L,,39,55,-16,,
2012-13,2013-03-30,,Syracuse,16,,Marquette,15,W,,55,39,16,,
2012-13,2013-03-30,,Ohio State,7,,Wichita State,,L,,66,70,-4,,
2012-13,2013-03-30,,Wichita State,,,Ohio State,7,W,,70,66,4,,
2012-13,2013-03-29,,Duke,6,,Michigan State,9,W,,71,61,10,,
2012-13,2013-03-29,,Michigan State,9,,Duke,6,L,,61,71,-10,,
2012-13,2013-03-29,,Florida,14,,Florida Gulf Coast,,W,,62,50,12,,
2012-13,2013-03-29,,Florida Gulf Coast,,,Florida,14,L,,50,62,-12,,
2012-13,2013-03-29,,Kansas,3,,Michigan,10,L,,85,87,-2,,1
2012-13,2013-03-29,,Michigan,10,,Kansas,3,W,,87,85,2,,1
2012-13,2013-03-29,,Louisville,2,,Oregon,25,W,,77,69,8,,
2012-13,2013-03-29,,Oregon,25,,Louisville,2,L,,69,77,-8,,
2012-13,2013-03-28,,Arizona,21,,Ohio State,7,L,,70,73,-3,,
2012-13,2013-03-28,,Ohio State,7,,Arizona,21,W,,73,70,3,,
2012-13,2013-03-28,,Indiana,4,,Syracuse,16,L,,50,61,-11,,
2012-13,2013-03-28,,Syracuse,16,,Indiana,4,W,,61,50,11,,
2012-13,2013-03-28,,La Salle,,,Wichita State,,L,,58,72,-14,,
2012-13,2013-03-28,,Wichita State,,,La Salle,,W,,72,58,14,,
2012-13,2013-03-28,,Marquette,15,,Miami (FL),5,W,,71,61,10,,
2012-13,2013-03-28,,Miami (FL),5,,Marquette,15,L,,61,71,-10,,
2012-13,2013-03-24,,Creighton,22,,Duke,6,L,,50,66,-16,,
2012-13,2013-03-24,,Duke,6,,Creighton,22,W,,66,50,16,,
2012-13,2013-03-24,,Florida,14,,Minnesota,,W,,78,64,14,,
2012-13,2013-03-24,,Minnesota,,,Florida,14,L,,64,78,-14,,
2012-13,2013-03-24,,Florida Gulf Coast,,,San Diego State,,W,,81,71,10,,
2012-13,2013-03-24,,San Diego State,,,Florida Gulf Coast,,L,,71,81,-10,,
2012-13,2013-03-24,,Illinois,,,Miami (FL),5,L,,59,63,-4,,
2012-13,2013-03-24,,Miami (FL),5,,Illinois,,W,,63,59,4,,
2012-13,2013-03-24,,Indiana,4,,Temple,,W,,58,52,6,,
2012-13,2013-03-24,,Temple,,,Indiana,4,L,,52,58,-6,,
2012-13,2013-03-24,,Iowa State,,,Ohio State,7,L,,75,78,-3,,
2012-13,2013-03-24,,Ohio State,7,,Iowa State,,W,,78,75,3,,
2012-13,2013-03-24,,Kansas,3,,North Carolina,,W,,70,58,12,,
2012-13,2013-03-24,,North Carolina,,,Kansas,3,L,,58,70,-12,,
2012-13,2013-03-24,,La Salle,,,Mississippi,,W,,76,74,2,,
2012-13,2013-03-24,,Mississippi,,,La Salle,,L,,74,76,-2,,
2012-13,2013-03-23,,Arizona,21,,Harvard,,W,,74,51,23,,
2012-13,2013-03-23,,Harvard,,,Arizona,21,L,,51,74,-23,,
2012-13,2013-03-23,,Butler,,,Marquette,15,L,,72,74,-2,,
2012-13,2013-03-23,,Marquette,15,,Butler,,W,,74,72,2,,
2012-13,2013-03-23,,University of California,,,Syracuse,16,L,,60,66,-6,,
2012-13,2013-03-23,,Syracuse,16,,University of California,,W,,66,60,6,,
2012-13,2013-03-23,,Colorado State,,,Louisville,2,L,,56,82,-26,,
2012-13,2013-03-23,,Louisville,2,,Colorado State,,W,,82,56,26,,
2012-13,2013-03-23,,Gonzaga,1,,Wichita State,,L,,70,76,-6,,
2012-13,2013-03-23,,Wichita State,,,Gonzaga,1,W,,76,70,6,,
2012-13,2013-03-23,,Memphis,19,,Michigan State,9,L,,48,70,-22,,
2012-13,2013-03-23,,Michigan State,9,,Memphis,19,W,,70,48,22,,
2012-13,2013-03-23,,Michigan,10,,Virginia Commonwealth,,W,,78,53,25,,
2012-13,2013-03-23,,Virginia Commonwealth,,,Michigan,10,L,,53,78,-25,,
2012-13,2013-03-23,,Oregon,25,,Saint Louis,13,W,,74,57,17,,
2012-13,2013-03-23,,Saint Louis,13,,Oregon,25,L,,57,74,-17,,
2012-13,2013-03-22,,Albany (NY),,,Duke,6,L,,61,73,-12,,
2012-13,2013-03-22,,Duke,6,,Albany (NY),,W,,73,61,12,,
2012-13,2013-03-22,,Cincinnati,,,Creighton,22,L,,63,67,-4,,
2012-13,2013-03-22,,Creighton,22,,Cincinnati,,W,,67,63,4,,
2012-13,2013-03-22,,Colorado,,,Illinois,,L,,49,57,-8,,
2012-13,2013-03-22,,Illinois,,,Colorado,,W,,57,49,8,,
2012-13,2013-03-22,,Florida,14,,Northwestern State,,W,,79,47,32,,
2012-13,2013-03-22,,Northwestern State,,,Florida,14,L,,47,79,-32,,
2012-13,2013-03-22,,Florida Gulf Coast,,,Georgetown,8,W,,78,68,10,,
2012-13,2013-03-22,,Georgetown,8,,Florida Gulf Coast,,L,,68,78,-10,,
2012-13,2013-03-22,,Indiana,4,,James Madison,,W,,83,62,21,,
2012-13,2013-03-22,,James Madison,,,Indiana,4,L,,62,83,-21,,
2012-13,2013-03-22,,Iona,,,Ohio State,7,L,,70,95,-25,,
2012-13,2013-03-22,,Ohio State,7,,Iona,,W,,95,70,25,,
2012-13,2013-03-22,,Iowa State,,,Notre Dame,23,W,,76,58,18,,
2012-13,2013-03-22,,Notre Dame,23,,Iowa State,,L,,58,76,-18,,
2012-13,2013-03-22,,Kansas,3,,Western Kentucky,,W,,64,57,7,,
2012-13,2013-03-22,,Western Kentucky,,,Kansas,3,L,,57,64,-7,,
2012-13,2013-03-22,,Kansas State,12,,La Salle,,L,,61,63,-2,,
2012-13,2013-03-22,,La Salle,,,Kansas State,12,W,,63,61,2,,
2012-13,2013-03-22,,Miami (FL),5,,Pacific,,W,,78,49,29,,
2012-13,2013-03-22,,Pacific,,,Miami (FL),5,L,,49,78,-29,,
2012-13,2013-03-22,,Minnesota,,,UCLA,24,W,,83,63,20,,
2012-13,2013-03-22,,UCLA,24,,Minnesota,,L,,63,83,-20,,
2012-13,2013-03-22,,Mississippi,,,Wisconsin,18,W,,57,46,11,,
2012-13,2013-03-22,,Wisconsin,18,,Mississippi,,L,,46,57,-11,,
2012-13,2013-03-22,,North Carolina,,,Villanova,,W,,78,71,7,,
2012-13,2013-03-22,,Villanova,,,North Carolina,,L,,71,78,-7,,
2012-13,2013-03-22,,North Carolina State,,,Temple,,L,,72,76,-4,,
2012-13,2013-03-22,,Temple,,,North Carolina State,,W,,76,72,4,,
2012-13,2013-03-22,,Oklahoma,,,San Diego State,,L,,55,70,-15,,
2012-13,2013-03-22,,San Diego State,,,Oklahoma,,W,,70,55,15,,
2012-13,2013-03-21,,Akron,,,Virginia Commonwealth,,L,,42,88,-46,,
2012-13,2013-03-21,,Virginia Commonwealth,,,Akron,,W,,88,42,46,,
2012-13,2013-03-21,,Arizona,21,,Belmont,,W,,81,64,17,,
2012-13,2013-03-21,,Belmont,,,Arizona,21,L,,64,81,-17,,
2012-13,2013-03-21,,Bucknell,,,Butler,,L,,56,68,-12,,
2012-13,2013-03-21,,Butler,,,Bucknell,,W,,68,56,12,,
2012-13,2013-03-21,,University of California,,,Nevada-Las Vegas,,W,,64,61,3,,
2012-13,2013-03-21,,Nevada-Las Vegas,,,University of California,,L,,61,64,-3,,
2012-13,2013-03-21,,Colorado State,,,Missouri,,W,,84,72,12,,
2012-13,2013-03-21,,Missouri,,,Colorado State,,L,,72,84,-12,,
2012-13,2013-03-21,,Davidson,,,Marquette,15,L,,58,59,-1,,
2012-13,2013-03-21,,Marquette,15,,Davidson,,W,,59,58,1,,
2012-13,2013-03-21,,Gonzaga,1,,Southern,,W,,64,58,6,,
2012-13,2013-03-21,,Southern,,,Gonzaga,1,L,,58,64,-6,,
2012-13,2013-03-21,,Harvard,,,New Mexico,10,W,,68,62,6,,
2012-13,2013-03-21,,New Mexico,10,,Harvard,,L,,62,68,-6,,
2012-13,2013-03-21,,Louisville,2,,North Carolina A&T,,W,,79,48,31,,
2012-13,2013-03-21,,North Carolina A&T,,,Louisville,2,L,,48,79,-31,,
2012-13,2013-03-21,,Memphis,19,,Saint Mary's (CA),,W,,54,52,2,,
2012-13,2013-03-21,,Saint Mary's (CA),,,Memphis,19,L,,52,54,-2,,
2012-13,2013-03-21,,Michigan,10,,South Dakota State,,W,,71,56,15,,
2012-13,2013-03-21,,South Dakota State,,,Michigan,10,L,,56,71,-15,,
2012-13,2013-03-21,,Michigan State,9,,Valparaiso,,W,,65,54,11,,
2012-13,2013-03-21,,Valparaiso,,,Michigan State,9,L,,54,65,-11,,
2012-13,2013-03-21,,Montana,,,Syracuse,16,L,,34,81,-47,,
2012-13,2013-03-21,,Syracuse,16,,Montana,,W,,81,34,47,,
2012-13,2013-03-21,,New Mexico State,,,Saint Louis,13,L,,44,64,-20,,
2012-13,2013-03-21,,Saint Louis,13,,New Mexico State,,W,,64,44,20,,
2012-13,2013-03-21,,Oklahoma State,17,,Oregon,25,L,,55,68,-13,,
2012-13,2013-03-21,,Oregon,25,,Oklahoma State,17,W,,68,55,13,,
2012-13,2013-03-21,,Pittsburgh,20,,Wichita State,,L,,55,73,-18,,
2012-13,2013-03-21,,Wichita State,,,Pittsburgh,20,W,,73,55,18,,
2012-13,2013-03-20,,Boise State,,,La Salle,,L,,71,80,-9,,
2012-13,2013-03-20,,La Salle,,,Boise State,,W,,80,71,9,,
2012-13,2013-03-20,,James Madison,,,Long Island University,,W,,68,55,13,,
2012-13,2013-03-20,,Long Island University,,,James Madison,,L,,55,68,-13,,
2012-13,2013-03-19,,Liberty,,,North Carolina A&T,,L,,72,73,-1,,
2012-13,2013-03-19,,North Carolina A&T,,,Liberty,,W,,73,72,1,,
2012-13,2013-03-19,,Middle Tennessee,,,Saint Mary's (CA),,L,,54,67,-13,,
2012-13,2013-03-19,,Saint Mary's (CA),,,Middle Tennessee,,W,,67,54,13,,
2011-12,2012-04-02,,Kansas,6,,Kentucky,1,L,,59,67,-8,,
2011-12,2012-04-02,,Kentucky,1,,Kansas,6,W,,67,59,8,,
2011-12,2012-03-31,,Kansas,6,,Ohio State,7,W,,64,62,2,,
2011-12,2012-03-31,,Ohio State,7,,Kansas,6,L,,62,64,-2,,
2011-12,2012-03-31,,Kentucky,1,,Louisville,17,W,,69,61,8,,
2011-12,2012-03-31,,Louisville,17,,Kentucky,1,L,,61,69,-8,,
2011-12,2012-03-25,,Baylor,9,,Kentucky,1,L,,70,82,-12,,
2011-12,2012-03-25,,Kentucky,1,,Baylor,9,W,,82,70,12,,
2011-12,2012-03-25,,Kansas,6,,North Carolina,4,W,,80,67,13,,
2011-12,2012-03-25,,North Carolina,4,,Kansas,6,L,,67,80,-13,,
2011-12,2012-03-24,,Florida,25,,Louisville,17,L,,68,72,-4,,
2011-12,2012-03-24,,Louisville,17,,Florida,25,W,,72,68,4,,
2011-12,2012-03-24,,Ohio State,7,,Syracuse,2,W,,77,70,7,,
2011-12,2012-03-24,,Syracuse,2,,Ohio State,7,L,,70,77,-7,,
2011-12,2012-03-23,,Baylor,9,,Xavier,,W,,75,70,5,,
2011-12,2012-03-23,,Xavier,,,Baylor,9,L,,70,75,-5,,
2011-12,2012-03-23,,Indiana,16,,Kentucky,1,L,,90,102,-12,,
2011-12,2012-03-23,,Kentucky,1,,Indiana,16,W,,102,90,12,,
2011-12,2012-03-23,,Kansas,6,,North Carolina State,,W,,60,57,3,,
2011-12,2012-03-23,,North Carolina State,,,Kansas,6,L,,57,60,-3,,
2011-12,2012-03-23,,North Carolina,4,,Ohio,,W,,73,65,8,,1
2011-12,2012-03-23,,Ohio,,,North Carolina,4,L,,65,73,-8,,1
2011-12,2012-03-22,,Cincinnati,,,Ohio State,7,L,,66,81,-15,,
2011-12,2012-03-22,,Ohio State,7,,Cincinnati,,W,,81,66,15,,
2011-12,2012-03-22,,Florida,25,,Marquette,11,W,,68,58,10,,
2011-12,2012-03-22,,Marquette,11,,Florida,25,L,,58,68,-10,,
2011-12,2012-03-22,,Louisville,17,,Michigan State,5,W,,57,44,13,,
2011-12,2012-03-22,,Michigan State,5,,Louisville,17,L,,44,57,-13,,
2011-12,2012-03-22,,Syracuse,2,,Wisconsin,14,W,,64,63,1,,
2011-12,2012-03-22,,Wisconsin,14,,Syracuse,2,L,,63,64,-1,,
2011-12,2012-03-18,,Cincinnati,,,Florida State,10,W,,62,56,6,,
2011-12,2012-03-18,,Florida State,10,,Cincinnati,,L,,56,62,-6,,
2011-12,2012-03-18,,Creighton,19,,North Carolina,4,L,,73,87,-14,,
2011-12,2012-03-18,,North Carolina,4,,Creighton,19,W,,87,73,14,,
2011-12,2012-03-18,,Florida,25,,Norfolk State,,W,,84,50,34,,
2011-12,2012-03-18,,Norfolk State,,,Florida,25,L,,50,84,-34,,
2011-12,2012-03-18,,Georgetown,15,,North Carolina State,,L,,63,66,-3,,
2011-12,2012-03-18,,North Carolina State,,,Georgetown,15,W,,66,63,3,,
2011-12,2012-03-18,,Kansas,6,,Purdue,,W,,63,60,3,,
2011-12,2012-03-18,,Purdue,,,Kansas,6,L,,60,63,-3,,
2011-12,2012-03-18,,Lehigh,,,Xavier,,L,,58,70,-12,,
2011-12,2012-03-18,,Xavier,,,Lehigh,,W,,70,58,12,,
2011-12,2012-03-18,,Michigan State,5,,Saint Louis,,W,,65,61,4,,
2011-12,2012-03-18,,Saint Louis,,,Michigan State,5,L,,61,65,-4,,
2011-12,2012-03-18,,Ohio,,,South Florida,,W,,62,56,6,,
2011-12,2012-03-18,,South Florida,,,Ohio,,L,,56,62,-6,,
2011-12,2012-03-17,,Baylor,9,,Colorado,,W,,80,63,17,,
2011-12,2012-03-17,,Colorado,,,Baylor,9,L,,63,80,-17,,
2011-12,2012-03-17,,Gonzaga,,,Ohio State,7,L,,66,73,-7,,
2011-12,2012-03-17,,Ohio State,7,,Gonzaga,,W,,73,66,7,,
2011-12,2012-03-17,,Indiana,16,,Virginia Commonwealth,,W,,63,61,2,,
2011-12,2012-03-17,,Virginia Commonwealth,,,Indiana,16,L,,61,63,-2,,
2011-12,2012-03-17,,Iowa State,,,Kentucky,1,L,,71,87,-16,,
2011-12,2012-03-17,,Kentucky,1,,Iowa State,,W,,87,71,16,,
2011-12,2012-03-17,,Kansas State,,,Syracuse,2,L,,59,75,-16,,
2011-12,2012-03-17,,Syracuse,2,,Kansas State,,W,,75,59,16,,
2011-12,2012-03-17,,Louisville,17,,New Mexico,21,W,,59,56,3,,
2011-12,2012-03-17,,New Mexico,21,,Louisville,17,L,,56,59,-3,,
2011-12,2012-03-17,,Marquette,11,,Murray State,12,W,,62,53,9,,
2011-12,2012-03-17,,Murray State,12,,Marquette,11,L,,53,62,-9,,
2011-12,2012-03-17,,Vanderbilt,20,,Wisconsin,14,L,,57,60,-3,,
2011-12,2012-03-17,,Wisconsin,14,,Vanderbilt,20,W,,60,57,3,,
2011-12,2012-03-16,,Alabama,,,Creighton,19,L,,57,58,-1,,
2011-12,2012-03-16,,Creighton,19,,Alabama,,W,,58,57,1,,
2011-12,2012-03-16,,Belmont,,,Georgetown,15,L,,59,74,-15,,
2011-12,2012-03-16,,Georgetown,15,,Belmont,,W,,74,59,15,,
2011-12,2012-03-16,,Cincinnati,,,Texas,,W,,65,59,6,,
2011-12,2012-03-16,,Texas,,,Cincinnati,,L,,59,65,-6,,
2011-12,2012-03-16,,Detroit Mercy,,,Kansas,6,L,,50,65,-15,,
2011-12,2012-03-16,,Kansas,6,,Detroit Mercy,,W,,65,50,15,,
2011-12,2012-03-16,,Duke,8,,Lehigh,,L,,70,75,-5,,
2011-12,2012-03-16,,Lehigh,,,Duke,8,W,,75,70,5,,
2011-12,2012-03-16,,Florida,25,,Virginia,,W,,71,45,26,,
2011-12,2012-03-16,,Virginia,,,Florida,25,L,,45,71,-26,,
2011-12,2012-03-16,,Florida State,10,,St. Bonaventure,,W,,66,63,3,,
2011-12,2012-03-16,,St. Bonaventure,,,Florida State,10,L,,63,66,-3,,
2011-12,2012-03-16,,Long Island University,,,Michigan State,5,L,,67,89,-22,,
2011-12,2012-03-16,,Michigan State,5,,Long Island University,,W,,89,67,22,,
2011-12,2012-03-16,,Memphis,,,Saint Louis,,L,,54,61,-7,,
2011-12,2012-03-16,,Saint Louis,,,Memphis,,W,,61,54,7,,
2011-12,2012-03-16,,Michigan,13,,Ohio,,L,,60,65,-5,,
2011-12,2012-03-16,,Ohio,,,Michigan,13,W,,65,60,5,,
2011-12,2012-03-16,,Missouri,3,,Norfolk State,,L,,84,86,-2,,
2011-12,2012-03-16,,Norfolk State,,,Missouri,3,W,,86,84,2,,
2011-12,2012-03-16,,North Carolina,4,,Vermont,,W,,77,58,19,,
2011-12,2012-03-16,,Vermont,,,North Carolina,4,L,,58,77,-19,,
